species,subset_size,week_number,expected_abundance
Brambling,46,13,3.559001888855752e-05
Brambling,46,14,4.0867275400978075e-06
Brambling,46,15,4.78807306772503e-05
Brambling,46,31,0.006259092590309456
Brambling,46,32,0.00909406290248868
Brambling,46,38,0.0009214672376181627
Brambling,46,39,0.00284589091443693
Brambling,46,40,0.0005694620108147741
Brambling,46,41,0.00019850260416666665
Brambling,46,46,4.346706825758453e-05
Brambling,46,47,1.085494716618636e-05
Brambling,46,48,1.059294664771993e-05
Brambling,46,49,0.0
Brambling,46,50,0.0
Brambling,46,51,1.5225334957369063e-07
Brambling,46,52,1.4152258784160626e-05
Brambling,48,1,0.0
Brambling,48,2,0.0
Brambling,48,8,0.0
Brambling,48,9,6.45215016155358e-05
Brambling,48,10,5.642067253441661e-06
Brambling,48,12,7.423904974016333e-08
Brambling,48,13,3.365145640719753e-05
Brambling,48,14,4.428713108306829e-06
Brambling,48,15,4.6125273495140695e-05
Brambling,48,31,0.006260633707311059
Brambling,48,32,0.009109643109393826
Brambling,48,38,0.0009202283805984219
Brambling,48,39,0.00284840243065765
Brambling,48,40,0.0005688571166712492
Brambling,48,41,0.00020026041666666665
Brambling,48,46,4.362152630291797e-05
Brambling,48,47,1.0726865193723984e-05
Brambling,48,48,1.0571416268354648e-05
Brambling,48,49,0.0
Brambling,48,50,0.0
Brambling,48,51,2.0300446609825416e-07
Brambling,48,52,1.396635062279234e-05
Brambling,50,1,7.951653944020356e-08
Brambling,50,2,0.0
Brambling,50,8,0.0
Brambling,50,9,6.115718996702308e-05
Brambling,50,10,2.2568269013766648e-06
Brambling,50,12,7.423904974016333e-08
Brambling,50,13,3.18620141167114e-05
Brambling,50,14,1.8467220683287164e-06
Brambling,50,15,4.431893349615835e-05
Brambling,50,31,0.006154913081001109
Brambling,50,32,0.008972163363662803
Brambling,50,38,0.000885513452371334
Brambling,50,39,0.0028149441340782123
Brambling,50,40,0.0005587297222985978
Brambling,50,41,0.00019479166666666668
Brambling,50,46,3.6040210577801805e-05
Brambling,50,47,7.716938840858148e-06
Brambling,50,48,8.547560608017913e-06
Brambling,50,49,0.0
Brambling,50,50,0.0
Brambling,50,51,5.075111652456354e-08
Brambling,50,52,1.2362892730990892e-05
Brambling,52,1,0.0
Brambling,52,2,0.0
Brambling,52,8,0.0
Brambling,52,9,6.0757469771160185e-05
Brambling,52,10,2.2568269013766643e-06
Brambling,52,12,0.0
Brambling,52,13,3.220996122875037e-05
Brambling,52,14,1.8467220683287164e-06
Brambling,52,15,4.495496870706762e-05
Brambling,52,31,0.006192742366333786
Brambling,52,32,0.009023848103369479
Brambling,52,38,0.0008922463709568824
Brambling,52,39,0.0028269626580417523
Brambling,52,40,0.0005628356704243424
Brambling,52,41,0.00019505208333333332
Brambling,52,46,3.73659754669138e-05
Brambling,52,47,7.748959333973744e-06
Brambling,52,48,9.322654265168152e-06
Brambling,52,49,0.0
Brambling,52,50,0.0
Brambling,52,51,0.0
Brambling,52,52,1.2409369771332961e-05
Brambling,54,1,0.0
Brambling,54,2,0.0
Brambling,54,8,0.0
Brambling,54,9,6.022450951000965e-05
Brambling,54,10,2.9338749717896638e-06
Brambling,54,12,0.0
Brambling,54,13,2.997315836564271e-05
Brambling,54,14,2.633288875209466e-06
Brambling,54,15,4.297053884903068e-05
Brambling,54,31,0.006119159166563926
Brambling,54,32,0.008924757987452741
Brambling,54,38,0.0008756564595620909
Brambling,54,39,0.002804677545819857
Brambling,54,40,0.0005555952708276052
Brambling,54,41,0.00019765625
Brambling,54,46,3.517781982469012e-05
Brambling,54,47,7.268651937239833e-06
Brambling,54,48,8.267665676269216e-06
Brambling,54,49,0.0
Brambling,54,50,0.0
Brambling,54,51,5.075111652456354e-08
Brambling,54,52,1.164249860568879e-05
Brambling,56,1,0.0
Brambling,56,2,0.0
Brambling,56,8,0.0
Brambling,56,9,5.972485926518103e-05
Brambling,56,10,1.6926201760324984e-06
Brambling,56,12,0.0
Brambling,56,13,2.9376677602147333e-05
Brambling,56,14,1.538935056940597e-06
Brambling,56,15,4.3097745891212535e-05
Brambling,56,31,0.006137138864915958
Brambling,56,32,0.008976525821596243
Brambling,56,38,0.0008745522609140611
Brambling,56,39,0.0028183990002940314
Brambling,56,40,0.00055754742919989
Brambling,56,41,0.00019635416666666667
Brambling,56,46,3.344016681468896e-05
Brambling,56,47,6.468139609349985e-06
Brambling,56,48,7.535632777849547e-06
Brambling,56,49,0.0
Brambling,56,50,0.0
Brambling,56,51,0.0
Brambling,56,52,1.0968581520728761e-05
Brambling,58,1,0.0
Brambling,58,2,0.0
Brambling,58,8,0.0
Brambling,58,9,6.175677026081743e-05
Brambling,58,10,1.5797788309636651e-06
Brambling,58,12,0.0
Brambling,58,13,2.9376677602147333e-05
Brambling,58,14,1.1798502103211245e-06
Brambling,58,15,4.342848420088536e-05
Brambling,58,31,0.0061663789914930345
Brambling,58,32,0.00904503718476048
Brambling,58,38,0.0008752794161213004
Brambling,58,39,0.0028301234930902673
Brambling,58,40,0.0005610759783704518
Brambling,58,41,0.000194921875
Brambling,58,46,3.223024545957704e-05
Brambling,58,47,5.539545308997759e-06
Brambling,58,48,7.3203289841967015e-06
Brambling,58,49,0.0
Brambling,58,50,0.0
Brambling,58,51,0.0
Brambling,58,52,1.0550288157650121e-05
Brambling,60,1,0.0
Brambling,60,2,0.0
Brambling,60,8,0.0
Brambling,60,9,5.78594983511542e-05
Brambling,60,10,1.2412547957571654e-06
Brambling,60,12,0.0
Brambling,60,13,2.5350432448553536e-05
Brambling,60,14,7.181696932389454e-07
Brambling,60,15,3.879814786546583e-05
Brambling,60,31,0.006012955656926807
Brambling,60,32,0.008800947276579834
Brambling,60,38,0.000839945059384342
Brambling,60,39,0.002778275997255709
Brambling,60,40,0.0005453212354504628
Brambling,60,41,0.0001939453125
Brambling,60,46,2.842028034135228e-05
Brambling,60,47,4.514889529298751e-06
Brambling,60,48,6.631356844507599e-06
Brambling,60,49,0.0
Brambling,60,50,0.0
Brambling,60,51,0.0
Brambling,60,52,9.063022866703847e-06
Brambling,62,1,0.0
Brambling,62,2,0.0
Brambling,62,8,0.0
Brambling,62,9,5.822590853069518e-05
Brambling,62,10,4.5136538027533284e-07
Brambling,62,12,0.0
Brambling,62,13,2.425688438214534e-05
Brambling,62,14,5.300776307239835e-07
Brambling,62,15,3.806034702081107e-05
Brambling,62,31,0.0059825545555418575
Brambling,62,32,0.008768166521251402
Brambling,62,38,0.0008313538552691821
Brambling,62,39,0.0027689895128883662
Brambling,62,40,0.0005423609201723031
Brambling,62,41,0.00019361979166666665
Brambling,62,46,2.732620252024044e-05
Brambling,62,47,4.290746077489593e-06
Brambling,62,48,5.791672049261508e-06
Brambling,62,49,0.0
Brambling,62,50,0.0
Brambling,62,51,0.0
Brambling,62,52,8.807399144822456e-06
Brambling,64,1,0.0
Brambling,64,2,0.0
Brambling,64,8,0.0
Brambling,64,9,5.795942840011992e-05
Brambling,64,10,1.3540961408259986e-06
Brambling,64,12,7.423904974016333e-08
Brambling,64,13,2.5449845909136096e-05
Brambling,64,14,1.1456516535002222e-06
Brambling,64,15,3.867094082328397e-05
Brambling,64,31,0.005984701845230756
Brambling,64,32,0.008773318376334705
Brambling,64,38,0.0008335891842395842
Brambling,64,39,0.002769393805743409
Brambling,64,40,0.0005442122628540006
Brambling,64,41,0.00019453125
Brambling,64,46,2.780244816001854e-05
Brambling,64,47,4.258725584374e-06
Brambling,64,48,5.813202428626792e-06
Brambling,64,49,0.0
Brambling,64,50,0.0
Brambling,64,51,5.075111652456354e-08
Brambling,64,52,9.132738427216956e-06
Brambling,66,1,0.0
Brambling,66,2,0.0
Brambling,66,8,0.0
Brambling,66,9,5.839245861230472e-05
Brambling,66,10,7.898894154818326e-07
Brambling,66,12,0.0
Brambling,66,13,2.3859230539815092e-05
Brambling,66,14,7.181696932389454e-07
Brambling,66,15,3.790769857019284e-05
Brambling,66,31,0.006030185345004727
Brambling,66,32,0.008857866965806638
Brambling,66,38,0.0008417764132396111
Brambling,66,39,0.002797302264039988
Brambling,66,40,0.0005474750252039226
Brambling,66,41,0.00019531249999999998
Brambling,66,46,2.7944034701574187e-05
Brambling,66,47,4.5789305155299395e-06
Brambling,66,48,6.136158119106059e-06
Brambling,66,49,0.0
Brambling,66,50,0.0
Brambling,66,51,0.0
Brambling,66,52,9.086261386874885e-06
Brambling,68,1,0.0
Brambling,68,2,0.0
Brambling,68,8,0.0
Brambling,68,9,5.6193997535058796e-05
Brambling,68,10,0.0
Brambling,68,12,0.0
Brambling,68,13,2.246744209165921e-05
Brambling,68,14,3.9328340344037486e-07
Brambling,68,15,3.500737800844655e-05
Brambling,68,31,0.0059201290428636
Brambling,68,32,0.008698533383189995
Brambling,68,38,0.0008139021302954404
Brambling,68,39,0.002757755072037636
Brambling,68,40,0.0005376867381541564
Brambling,68,41,0.00019361979166666665
Brambling,68,46,2.4095455072016063e-05
Brambling,68,47,3.1059878322126158e-06
Brambling,68,48,4.887396115919562e-06
Brambling,68,49,0.0
Brambling,68,50,0.0
Brambling,68,51,0.0
Brambling,68,52,7.436326454731363e-06
Brambling,70,1,0.0
Brambling,70,2,0.0
Brambling,70,8,0.0
Brambling,70,9,5.752639818793511e-05
Brambling,70,10,4.5136538027533284e-07
Brambling,70,12,0.0
Brambling,70,13,2.167213440699871e-05
Brambling,70,14,3.4198556820902155e-07
Brambling,70,15,3.5694296036228565e-05
Brambling,70,31,0.005930978506554884
Brambling,70,32,0.008733266857783872
Brambling,70,38,0.0008151409873151814
Brambling,70,39,0.0027631456434382045
Brambling,70,40,0.0005384566034277334
Brambling,70,41,0.000193359375
Brambling,70,46,2.361920943223797e-05
Brambling,70,47,2.6256804354787066e-06
Brambling,70,48,4.499849287344443e-06
Brambling,70,49,0.0
Brambling,70,50,0.0
Brambling,70,51,0.0
Brambling,70,52,7.3666108942182565e-06
Brambling,72,1,0.0
Brambling,72,2,0.0
Brambling,72,8,0.0
Brambling,72,9,5.6926817894140764e-05
Brambling,72,10,1.015572105619499e-06
Brambling,72,12,0.0
Brambling,72,13,2.14236007555423e-05
Brambling,72,14,8.720631989330051e-07
Brambling,72,15,3.528723350124663e-05
Brambling,72,31,0.005937225167468047
Brambling,72,32,0.008731106402426357
Brambling,72,38,0.0008192884651638791
Brambling,72,39,0.002767433597961384
Brambling,72,40,0.0005393089542663368
Brambling,72,41,0.0001955078125
Brambling,72,46,2.467467274201645e-05
Brambling,72,47,3.266090297790586e-06
Brambling,72,48,4.908926495284848e-06
Brambling,72,49,0.0
Brambling,72,50,0.0
Brambling,72,51,0.0
Brambling,72,52,7.668711656441717e-06
Brambling,74,1,0.0
Brambling,74,2,0.0
Brambling,74,8,0.0
Brambling,74,9,5.819259851437328e-05
Brambling,74,10,5.642067253441662e-07
Brambling,74,12,0.0
Brambling,74,13,2.0180932498260263e-05
Brambling,74,14,3.9328340344037486e-07
Brambling,74,15,3.373530758662799e-05
Brambling,74,31,0.0059256462417293385
Brambling,74,32,0.008756242469566662
Brambling,74,38,0.000809943174167138
Brambling,74,39,0.0027716847985886505
Brambling,74,40,0.0005380900009165063
Brambling,74,41,0.00019427083333333332
Brambling,74,46,2.230631604690376e-05
Brambling,74,47,2.2734550112071727e-06
Brambling,74,48,3.832407527020626e-06
Brambling,74,49,0.0
Brambling,74,50,0.0
Brambling,74,51,0.0
Brambling,74,52,6.251161926008552e-06
Brambling,76,1,0.0
Brambling,76,2,0.0
Brambling,76,8,0.0
Brambling,76,9,5.6860197861496956e-05
Brambling,76,10,1.1284134506883321e-07
Brambling,76,12,0.0
Brambling,76,13,2.0180932498260263e-05
Brambling,76,14,2.393898977463151e-07
Brambling,76,15,3.381163181193711e-05
Brambling,76,31,0.00589402252085645
Brambling,76,32,0.008692882961485729
Brambling,76,38,0.000805499447900676
Brambling,76,39,0.0027575713025580714
Brambling,76,40,0.0005360003666025113
Brambling,76,41,0.0001939453125
Brambling,76,46,2.172709837690337e-05
Brambling,76,47,2.2094140249759844e-06
Brambling,76,48,3.832407527020626e-06
Brambling,76,49,0.0
Brambling,76,50,0.0
Brambling,76,51,0.0
Brambling,76,52,6.506785647889943e-06
Brambling,78,1,0.0
Brambling,78,2,0.0
Brambling,78,8,0.0
Brambling,78,9,5.5194697045401556e-05
Brambling,78,10,1.1284134506883321e-07
Brambling,78,12,0.0
Brambling,78,13,1.9236504622725916e-05
Brambling,78,14,1.8809206251496186e-07
Brambling,78,15,3.208161603826388e-05
Brambling,78,31,0.005839477253113056
Brambling,78,32,0.008606714030495658
Brambling,78,38,0.0007916027039401039
Brambling,78,39,0.0027379079682446337
Brambling,78,40,0.0005302630373018055
Brambling,78,41,0.0001947265625
Brambling,78,46,2.050430551801367e-05
Brambling,78,47,2.0813320525136083e-06
Brambling,78,48,3.7032252508289194e-06
Brambling,78,49,0.0
Brambling,78,50,0.0
Brambling,78,51,0.0
Brambling,78,52,6.134969325153375e-06
Brambling,80,1,0.0
Brambling,80,2,0.0
Brambling,80,8,0.0
Brambling,80,9,5.639385763299024e-05
Brambling,80,10,3.3852403520649966e-07
Brambling,80,12,0.0
Brambling,80,13,1.7447062332239787e-05
Brambling,80,14,1.7099278410451077e-07
Brambling,80,15,3.1242049559863636e-05
Brambling,80,31,0.005825638022438664
Brambling,80,32,0.008601395986538701
Brambling,80,38,0.0007867819342328512
Brambling,80,39,0.0027361805351367244
Brambling,80,40,0.0005289615983869489
Brambling,80,41,0.00019440104166666667
Brambling,80,46,1.9538942734679694e-05
Brambling,80,47,1.3448607108549472e-06
Brambling,80,48,3.143435387331525e-06
Brambling,80,49,0.0
Brambling,80,50,0.0
Brambling,80,51,0.0
Brambling,80,52,5.577244841048522e-06
Brambling,82,1,0.0
Brambling,82,2,0.0
Brambling,82,8,0.0
Brambling,82,9,5.4761666833216744e-05
Brambling,82,10,1.1284134506883321e-07
Brambling,82,12,0.0
Brambling,82,13,1.8142956556317726e-05
Brambling,82,14,1.1969494887315755e-07
Brambling,82,15,3.157278786953646e-05
Brambling,82,31,0.005840956725434595
Brambling,82,32,0.008615688229673023
Brambling,82,38,0.0007924106541703697
Brambling,82,39,0.0027432617857492893
Brambling,82,40,0.0005300889011089726
Brambling,82,41,0.0001947265625
Brambling,82,46,2.0311232961346874e-05
Brambling,82,47,1.857188600704451e-06
Brambling,82,48,3.552512595271929e-06
Brambling,82,49,0.0
Brambling,82,50,0.0
Brambling,82,51,0.0
Brambling,82,52,5.94906116378509e-06
Brambling,84,1,0.0
Brambling,84,2,0.0
Brambling,84,8,0.0
Brambling,84,9,5.6360547616668336e-05
Brambling,84,10,2.2568269013766642e-07
Brambling,84,12,0.0
Brambling,84,13,1.789442290486132e-05
Brambling,84,14,2.9068773297766835e-07
Brambling,84,15,3.1750877728591055e-05
Brambling,84,31,0.0058595631447006125
Brambling,84,32,0.008648261248909387
Brambling,84,38,0.0007935956478414263
Brambling,84,39,0.0027479540331275115
Brambling,84,40,0.0005313811749610485
Brambling,84,41,0.00019479166666666665
Brambling,84,46,2.0864707623791688e-05
Brambling,84,47,1.6010246557796989e-06
Brambling,84,48,3.3156784222537996e-06
Brambling,84,49,0.0
Brambling,84,50,0.0
Brambling,84,51,0.0
Brambling,84,52,5.786391522587842e-06
Brambling,86,1,0.0
Brambling,86,2,0.0
Brambling,86,8,0.0
Brambling,86,9,5.5994137437127345e-05
Brambling,86,10,1.1284134506883321e-07
Brambling,86,12,0.0
Brambling,86,13,1.7347648871657223e-05
Brambling,86,14,1.3679422728360863e-07
Brambling,86,15,3.106395970080904e-05
Brambling,86,31,0.005858946697899972
Brambling,86,32,0.008657360089741991
Brambling,86,38,0.0007921413374269479
Brambling,86,39,0.0027511148681760265
Brambling,86,40,0.0005321602052974063
Brambling,86,41,0.00019498697916666666
Brambling,86,46,2.0002316870680003e-05
Brambling,86,47,1.5049631764329169e-06
Brambling,86,48,3.2295569047926627e-06
Brambling,86,49,0.0
Brambling,86,50,0.0
Brambling,86,51,0.0
Brambling,86,52,5.670198921732663e-06
Brambling,88,1,0.0
Brambling,88,2,0.0
Brambling,88,8,0.0
Brambling,88,9,5.589420738816162e-05
Brambling,88,10,3.3852403520649966e-07
Brambling,88,12,0.0
Brambling,88,13,1.8142956556317726e-05
Brambling,88,14,2.3938989774631514e-07
Brambling,88,15,3.1547346461100086e-05
Brambling,88,31,0.005856059672050302
Brambling,88,32,0.008651501931945657
Brambling,88,38,0.0007916565672887884
Brambling,88,39,0.002748615603253945
Brambling,88,40,0.0005324901475575107
Brambling,88,41,0.00019459635416666665
Brambling,88,46,2.0002316870680003e-05
Brambling,88,47,1.1847582452769774e-06
Brambling,88,48,3.2726176635232313e-06
Brambling,88,49,0.0
Brambling,88,50,0.0
Brambling,88,51,0.0
Brambling,88,52,5.739914482245771e-06
Brambling,90,1,0.0
Brambling,90,2,0.0
Brambling,90,8,0.0
Brambling,90,9,5.646047766563405e-05
Brambling,90,10,2.2568269013766642e-07
Brambling,90,12,0.0
Brambling,90,13,1.6751168108161844e-05
Brambling,90,14,1.7099278410451077e-07
Brambling,90,15,3.030071744771791e-05
Brambling,90,31,0.005836898450663708
Brambling,90,32,0.008634010552993478
Brambling,90,38,0.000788963399854569
Brambling,90,39,0.002749436440262668
Brambling,90,40,0.0005302996975529282
Brambling,90,41,0.00019505208333333335
Brambling,90,46,1.9461713712012974e-05
Brambling,90,47,1.697086135126481e-06
Brambling,90,48,2.906601214313396e-06
Brambling,90,49,0.0
Brambling,90,50,0.0
Brambling,90,51,0.0
Brambling,90,52,5.0659973972857415e-06
Brambling,92,1,0.0
Brambling,92,2,0.0
Brambling,92,8,0.0
Brambling,92,9,5.6193997535058796e-05
Brambling,92,10,0.0
Brambling,92,12,0.0
Brambling,92,13,1.6502634456705437e-05
Brambling,92,14,6.839711364180432e-08
Brambling,92,15,3.012262758866331e-05
Brambling,92,31,0.005833117576953108
Brambling,92,32,0.008627155261955212
Brambling,92,38,0.0007861355740486387
Brambling,92,39,0.002745650788983632
Brambling,92,40,0.0005305471542480065
Brambling,92,41,0.000194921875
Brambling,92,46,1.912705461379053e-05
Brambling,92,47,1.408901697086135e-06
Brambling,92,48,2.691297420660552e-06
Brambling,92,49,0.0
Brambling,92,50,0.0
Brambling,92,51,0.0
Brambling,92,52,5.01952035694367e-06
Brambling,94,1,0.0
Brambling,94,2,0.0
Brambling,94,8,0.0
Brambling,94,9,5.679357782885314e-05
Brambling,94,10,1.1284134506883321e-07
Brambling,94,12,0.0
Brambling,94,13,1.585644696291878e-05
Brambling,94,14,8.549639205225539e-08
Brambling,94,15,2.920673688495395e-05
Brambling,94,31,0.005839600542473185
Brambling,94,32,0.008655407370476547
Brambling,94,38,0.0007847889903315288
Brambling,94,39,0.0027531608350485153
Brambling,94,40,0.000530162221611218
Brambling,94,41,0.00019485677083333334
Brambling,94,46,1.8251792356901058e-05
Brambling,94,47,9.285943003522255e-07
Brambling,94,48,2.5190543857382766e-06
Brambling,94,49,0.0
Brambling,94,50,0.0
Brambling,94,51,0.0
Brambling,94,52,4.973043316601599e-06
Brambling,96,1,0.0
Brambling,96,2,0.0
Brambling,96,8,0.0
Brambling,96,9,5.366243629459378e-05
Brambling,96,10,1.1284134506883321e-07
Brambling,96,12,0.0
Brambling,96,13,1.4514365245054179e-05
Brambling,96,14,5.1297835231353236e-08
Brambling,96,15,2.7985549280008143e-05
Brambling,96,31,0.00574230468910533
Brambling,96,32,0.00847563255640035
Brambling,96,38,0.0007660176133150198
Brambling,96,39,0.002712498774870136
Brambling,96,40,0.0005215837228485015
Brambling,96,41,0.000194921875
Brambling,96,46,1.7518116641567235e-05
Brambling,96,47,1.1207172590457893e-06
Brambling,96,48,2.4114024889118543e-06
Brambling,96,49,0.0
Brambling,96,50,0.0
Brambling,96,51,0.0
Brambling,96,52,4.34560327198364e-06
Brambling,98,1,0.0
Brambling,98,2,0.0
Brambling,98,8,0.0
Brambling,98,9,5.5194697045401556e-05
Brambling,98,10,0.0
Brambling,98,12,0.0
Brambling,98,13,1.3520230639228552e-05
Brambling,98,14,1.709927841045108e-08
Brambling,98,15,2.7374955477535232e-05
Brambling,98,31,0.0057762606337073115
Brambling,98,32,0.008556732726743944
Brambling,98,38,0.0007714308798578008
Brambling,98,39,0.002733166715671861
Brambling,98,40,0.0005239116487947942
Brambling,98,41,0.000194921875
Brambling,98,46,1.6848798445122344e-05
Brambling,98,47,6.724303554274736e-07
Brambling,98,48,2.2822202127201482e-06
Brambling,98,49,0.0
Brambling,98,50,0.0
Brambling,98,51,0.0
Brambling,98,52,4.136456590444321e-06
Brambling,100,1,0.0
Brambling,100,2,0.0
Brambling,100,8,0.0
Brambling,100,9,5.5994137437127345e-05
Brambling,100,10,0.0
Brambling,100,12,0.0
Brambling,100,13,1.4216124863306493e-05
Brambling,100,14,8.549639205225539e-08
Brambling,100,15,2.7858342237826284e-05
Brambling,100,31,0.005818867381744955
Brambling,100,32,0.008624496239976734
Brambling,100,38,0.0007796181088578276
Brambling,100,39,0.0027500612564931885
Brambling,100,40,0.0005274860232792596
Brambling,100,41,0.00019498697916666666
Brambling,100,46,1.8200306341789913e-05
Brambling,100,47,1.1207172590457893e-06
Brambling,100,48,2.5190543857382766e-06
Brambling,100,49,0.0
Brambling,100,50,0.0
Brambling,100,51,0.0
Brambling,100,52,4.252649191299498e-06
Common Raven,20,1,0.07419623031241931
Common Raven,20,2,0.07553968253968255
Common Raven,20,7,0.3134876543209877
Common Raven,20,8,0.26558530183727036
Common Raven,20,9,0.22828683680758488
Common Raven,20,10,0.2498626186638008
Common Raven,20,12,0.20498578376356155
Common Raven,20,13,0.21155898958151448
Common Raven,20,14,0.18199100438345722
Common Raven,20,15,0.23660927730114875
Common Raven,20,31,0.15348970259244638
Common Raven,20,32,0.12220485175202156
Common Raven,20,38,0.23128156748911466
Common Raven,20,39,0.3356097182161083
Common Raven,20,40,0.29505444954908966
Common Raven,20,41,0.034166666666666665
Common Raven,20,46,0.28807697893972406
Common Raven,20,47,0.14354241816967267
Common Raven,20,48,0.32942630385487526
Common Raven,20,49,0.00017647058823529413
Common Raven,20,50,0.2968245227606461
Common Raven,20,51,0.3088932182948325
Common Raven,20,52,0.2477842013456267
Common Raven,22,1,0.0740583526981668
Common Raven,22,2,0.07453968253968254
Common Raven,22,7,0.3124552469135803
Common Raven,22,8,0.26431430446194226
Common Raven,22,9,0.22800623417105007
Common Raven,22,10,0.2496944295181802
Common Raven,22,12,0.20458049632123707
Common Raven,22,13,0.2113051626797043
Common Raven,22,14,0.1816949304364399
Common Raven,22,15,0.2364451068779991
Common Raven,22,31,0.1535363534675615
Common Raven,22,32,0.12250242587601078
Common Raven,22,38,0.23069488792130302
Common Raven,22,39,0.3351589379483766
Common Raven,22,40,0.29471052407690995
Common Raven,22,41,0.03461585365853659
Common Raven,22,46,0.28767426773178406
Common Raven,22,47,0.1436192384769539
Common Raven,22,48,0.32899546485260767
Common Raven,22,49,0.001019607843137255
Common Raven,22,50,0.2967511013215859
Common Raven,22,51,0.3085194359402542
Common Raven,22,52,0.24769548965860952
Common Raven,24,1,0.06985205267234702
Common Raven,24,2,0.07023809523809524
Common Raven,24,7,0.3056003086419753
Common Raven,24,8,0.25643700787401574
Common Raven,24,9,0.22202181959867523
Common Raven,24,10,0.24446552032957192
Common Raven,24,12,0.19899226836263875
Common Raven,24,13,0.20584040509865548
Common Raven,24,14,0.1761713550600343
Common Raven,24,15,0.2309920023265959
Common Raven,24,31,0.14959083432030532
Common Raven,24,32,0.11923989218328841
Common Raven,24,38,0.22486099016287694
Common Raven,24,39,0.32888299681976185
Common Raven,24,40,0.2885376892972605
Common Raven,24,41,0.03192479674796748
Common Raven,24,46,0.28166768336964415
Common Raven,24,47,0.1390625250501002
Common Raven,24,48,0.3223941798941799
Common Raven,24,49,0.0005294117647058823
Common Raven,24,50,0.2896651982378855
Common Raven,24,51,0.30132405603488266
Common Raven,24,52,0.24262663011878063
Common Raven,26,1,0.06823495997934419
Common Raven,26,2,0.06863492063492063
Common Raven,26,7,0.30262500000000003
Common Raven,26,8,0.252992782152231
Common Raven,26,9,0.21974361971556594
Common Raven,26,10,0.24254021135590184
Common Raven,26,12,0.19683065220102258
Common Raven,26,13,0.20379034980501717
Common Raven,26,14,0.17409298646845817
Common Raven,26,15,0.22892622752169065
Common Raven,26,31,0.14819486116594288
Common Raven,26,32,0.11815040431266847
Common Raven,26,38,0.22251007901951297
Common Raven,26,39,0.32644893129206415
Common Raven,26,40,0.2861384209630764
Common Raven,26,41,0.031040650406504063
Common Raven,26,46,0.2793534737351731
Common Raven,26,47,0.1373815631262525
Common Raven,26,48,0.3198260015117158
Common Raven,26,49,0.0005490196078431372
Common Raven,26,50,0.28697870778267254
Common Raven,26,51,0.29860283885332595
Common Raven,26,52,0.24070487582025085
Common Raven,28,1,0.06650322747224374
Common Raven,28,2,0.06690476190476191
Common Raven,28,7,0.2999506172839506
Common Raven,28,8,0.2493503937007874
Common Raven,28,9,0.21718150529255148
Common Raven,28,10,0.24031291420383305
Common Raven,28,12,0.19431562538969946
Common Raven,28,13,0.20143088295209824
Common Raven,28,14,0.17168799313893654
Common Raven,28,15,0.22668009306383596
Common Raven,28,31,0.14660159231477826
Common Raven,28,32,0.11699982030548069
Common Raven,28,38,0.21974068698597002
Common Raven,28,39,0.32366947710968125
Common Raven,28,40,0.2834563127445976
Common Raven,28,41,0.030065040650406508
Common Raven,28,46,0.27669208424110386
Common Raven,28,47,0.1354872411489646
Common Raven,28,48,0.31693083900226754
Common Raven,28,49,0.0006666666666666668
Common Raven,28,50,0.2844493392070485
Common Raven,28,51,0.29560283885332594
Common Raven,28,52,0.2386153334994601
Common Raven,30,1,0.06342964110508649
Common Raven,30,2,0.06325396825396826
Common Raven,30,7,0.2952391975308642
Common Raven,30,8,0.24387664041994753
Common Raven,30,9,0.2134484057406325
Common Raven,30,10,0.2370764821780405
Common Raven,30,12,0.1907217857588228
Common Raven,30,13,0.19793620860252606
Common Raven,30,14,0.16810316371259768
Common Raven,30,15,0.22326411710532693
Common Raven,30,31,0.14404069614422949
Common Raven,30,32,0.11486756513926324
Common Raven,30,38,0.21618497016610225
Common Raven,30,39,0.31989782560461505
Common Raven,30,40,0.27973021949974475
Common Raven,30,41,0.028252032520325206
Common Raven,30,46,0.27298988138465263
Common Raven,30,47,0.13270567802271208
Common Raven,30,48,0.31293454270597126
Common Raven,30,49,0.0005686274509803922
Common Raven,30,50,0.2802863436123348
Common Raven,30,51,0.29137712218202055
Common Raven,30,52,0.23554672314976327
Common Raven,32,1,0.061697134004647554
Common Raven,32,2,0.06107936507936508
Common Raven,32,7,0.2905277777777778
Common Raven,32,8,0.23857283464566928
Common Raven,32,9,0.20992421585817259
Common Raven,32,10,0.23409708042271182
Common Raven,32,12,0.1874359645841127
Common Raven,32,13,0.1948384261684419
Common Raven,32,14,0.16501726700971983
Common Raven,32,15,0.22007178517764528
Common Raven,32,31,0.1421237662850375
Common Raven,32,32,0.11354627133872416
Common Raven,32,38,0.21242751169166263
Common Raven,32,39,0.3157607055691147
Common Raven,32,40,0.27577509783903353
Common Raven,32,41,0.027644308943089432
Common Raven,32,46,0.26927450980392154
Common Raven,32,47,0.13035337341349365
Common Raven,32,48,0.3086345427059713
Common Raven,32,49,0.00103921568627451
Common Raven,32,50,0.2757437591776799
Common Raven,32,51,0.2867211244085722
Common Raven,32,52,0.232463576709029
Common Raven,34,1,0.06005034856700233
Common Raven,34,2,0.059380952380952375
Common Raven,34,7,0.2907191358024691
Common Raven,34,8,0.23735498687664042
Common Raven,34,9,0.20885479576595883
Common Raven,34,10,0.23312161920114635
Common Raven,34,12,0.18631861828158125
Common Raven,34,13,0.19382044118502997
Common Raven,34,14,0.16378021726700973
