species,subset_size,hour,expected_abundance
Dunnock,68,16,0.13157598021474243
Dunnock,68,17,0.1409346408465818
Dunnock,68,18,0.11343054398285918
Dunnock,68,19,0.13100598178369705
Dunnock,68,20,0.2541986970684039
Dunnock,68,21,0.13243568945538817
Dunnock,68,22,0.001450171821305842
Dunnock,68,23,0.0016373755125951965
Dunnock,70,0,0.005948372615039281
Dunnock,70,1,0.00014098690835850957
Dunnock,70,2,0.0018661755678330261
Dunnock,70,3,5.0282485875706216e-05
Dunnock,70,4,0.12507419249057222
Dunnock,70,5,0.2835106741874832
Dunnock,70,6,0.21149800758091167
Dunnock,70,7,0.15293487764539815
Dunnock,70,8,0.1617784402831942
Dunnock,70,9,0.1423063193772742
Dunnock,70,10,0.15184763570552295
Dunnock,70,11,0.12653677180453612
Dunnock,70,12,0.10906648270223311
Dunnock,70,13,0.1066614756445208
Dunnock,70,14,0.08359122306324192
Dunnock,70,15,0.08704407405752417
Dunnock,70,16,0.13181477862227048
Dunnock,70,17,0.14115970812077988
Dunnock,70,18,0.11362075943340079
Dunnock,70,19,0.13124714979470184
Dunnock,70,20,0.2547125355950259
Dunnock,70,21,0.1327220290974636
Dunnock,70,22,0.0014590083456062837
Dunnock,70,23,0.0016467486818980666
Dunnock,72,0,0.00578825289936401
Dunnock,72,1,0.00013293051359516617
Dunnock,72,2,0.001881522406384285
Dunnock,72,3,5.480225988700565e-05
Dunnock,72,4,0.12436391211674044
Dunnock,72,5,0.28205156056943326
Dunnock,72,6,0.2103106445934709
Dunnock,72,7,0.15205216530248922
Dunnock,72,8,0.16081633201190362
Dunnock,72,9,0.14138527704850076
Dunnock,72,10,0.1510571366104289
Dunnock,72,11,0.1257938239767242
Dunnock,72,12,0.10837542797281415
Dunnock,72,13,0.10605388953206109
Dunnock,72,14,0.08299768374901766
Dunnock,72,15,0.08642268793660723
Dunnock,72,16,0.13098925081433224
Dunnock,72,17,0.1403649810971885
Dunnock,72,18,0.11295373566638893
Dunnock,72,19,0.13039959148794264
Dunnock,72,20,0.2530734025771823
Dunnock,72,21,0.13166151667310416
Dunnock,72,22,0.001455081001472754
Dunnock,72,23,0.001577035735207967
Dunnock,74,0,0.005903853348297793
Dunnock,74,1,0.00011732124874118832
Dunnock,74,2,0.0018545119705340699
Dunnock,74,3,3.84180790960452e-05
Dunnock,74,4,0.12481267420888671
Dunnock,74,5,0.2830027827021219
Dunnock,74,6,0.21108801200850963
Dunnock,74,7,0.15261231025292588
Dunnock,74,8,0.16142696146367144
Dunnock,74,9,0.14196584680576665
Dunnock,74,10,0.15155352305991812
Dunnock,74,11,0.12625890365668188
Dunnock,74,12,0.10881279063825439
Dunnock,74,13,0.10643861025009024
Dunnock,74,14,0.0833804855854738
Dunnock,74,15,0.08680921101628014
Dunnock,74,16,0.13152258414766557
Dunnock,74,17,0.1408579565152791
Dunnock,74,18,0.11338068880688806
Dunnock,74,19,0.1309479355551387
Dunnock,74,20,0.2541468051543646
Dunnock,74,21,0.1323417020728724
Dunnock,74,22,0.0014428080510554737
Dunnock,74,23,0.001612770943175161
Dunnock,76,0,0.005879161990273101
Dunnock,76,1,0.00011581067472306142
Dunnock,76,2,0.0018624923265807246
Dunnock,76,3,4.7457627118644066e-05
Dunnock,76,4,0.12485071323167733
Dunnock,76,5,0.2830789793177545
Dunnock,76,6,0.21114536560080344
Dunnock,76,7,0.15263733948529956
Dunnock,76,8,0.16147792782630183
Dunnock,76,9,0.1419985030629635
Dunnock,76,10,0.15158369468838442
Dunnock,76,11,0.1262863453018581
Dunnock,76,12,0.10882127344268998
Dunnock,76,13,0.10645298826106983
Dunnock,76,14,0.0833921633508431
Dunnock,76,15,0.08682289944441962
Dunnock,76,16,0.13154514416696828
Dunnock,76,17,0.14087867531738563
Dunnock,76,18,0.11337963734476054
Dunnock,76,19,0.13095704370662165
Dunnock,76,20,0.2542255956405056
Dunnock,76,21,0.13234813956482555
Dunnock,76,22,0.0014614629356897398
Dunnock,76,23,0.0016262448740480375
Dunnock,78,0,0.005765806210250655
Dunnock,78,1,0.00010171198388721049
Dunnock,78,2,0.0018612645794966235
Dunnock,78,3,3.785310734463277e-05
Dunnock,78,4,0.12435809149040826
Dunnock,78,5,0.2821173462261617
Dunnock,78,6,0.2103682141661537
Dunnock,78,7,0.15206156179881808
Dunnock,78,8,0.16083617494440328
Dunnock,78,9,0.14137559301736446
Dunnock,78,10,0.1510474194998117
Dunnock,78,11,0.12579960325332276
Dunnock,78,12,0.10834983903112065
Dunnock,78,13,0.10603642429448158
Dunnock,78,14,0.08298225586301029
Dunnock,78,15,0.08639779853136124
Dunnock,78,16,0.130987211967668
Dunnock,78,17,0.1403534743202417
Dunnock,78,18,0.11294911320080943
Dunnock,78,19,0.13040688634610975
Dunnock,78,20,0.25316419806199164
Dunnock,78,21,0.13164374919531352
Dunnock,78,22,0.0014565537555228279
Dunnock,78,23,0.0015389572349150558
Dunnock,80,0,0.005790497568275346
Dunnock,80,1,7.502517623363544e-05
Dunnock,80,2,0.0018483732351135666
Dunnock,80,3,2.3163841807909606e-05
Dunnock,80,4,0.12439170355796031
Dunnock,80,5,0.2823022508729519
Dunnock,80,6,0.21051585836006093
Dunnock,80,7,0.152129981354486
Dunnock,80,8,0.16095336319979373
Dunnock,80,9,0.1414488738427525
Dunnock,80,10,0.15111007057051584
Dunnock,80,11,0.12585459234278912
Dunnock,80,12,0.10839110327558894
Dunnock,80,13,0.1060621677808069
Dunnock,80,14,0.0830131943582744
Dunnock,80,15,0.08642222619419991
Dunnock,80,16,0.13105529014356376
Dunnock,80,17,0.1403912469251977
Dunnock,80,18,0.11298343451176447
Dunnock,80,19,0.13047385314408388
Dunnock,80,20,0.2533544957285969
Dunnock,80,21,0.1317079953650058
Dunnock,80,22,0.0014545900834560628
Dunnock,80,23,0.0015330990041007616
Dunnock,82,0,0.005793490460157127
Dunnock,82,1,7.804632426988922e-05
Dunnock,82,2,0.0018532842234499692
Dunnock,82,3,2.485875706214689e-05
Dunnock,82,4,0.1245889490080341
Dunnock,82,5,0.2826552135374698
Dunnock,82,6,0.21079559615986868
Dunnock,82,7,0.15235688777928766
Dunnock,82,8,0.16117725421944326
Dunnock,82,9,0.1416909631062595
Dunnock,82,10,0.1513068420605133
Dunnock,82,11,0.12604861469285195
Dunnock,82,12,0.10857348357095406
Dunnock,82,13,0.10621812251808144
Dunnock,82,14,0.08316608071031696
Dunnock,82,15,0.08658064852465854
Dunnock,82,16,0.13127423090843285
Dunnock,82,17,0.14060328859392798
Dunnock,82,18,0.11315732254096734
Dunnock,82,19,0.13068825944684132
Dunnock,82,20,0.2537864503308545
Dunnock,82,21,0.13201699497875627
Dunnock,82,22,0.0014540991654393718
Dunnock,82,23,0.0015547744581136495
Dunnock,84,0,0.005672652450430228
Dunnock,84,1,5.53877139979859e-05
Dunnock,84,2,0.0018471454880294657
Dunnock,84,3,1.1864406779661016e-05
Dunnock,84,4,0.12397450401705197
Dunnock,84,5,0.2814268600590921
Dunnock,84,6,0.2098036630273971
Dunnock,84,7,0.15159137881996015
Dunnock,84,8,0.16036433858682222
Dunnock,84,9,0.1408824674128322
Dunnock,84,10,0.15061010093648655
Dunnock,84,11,0.125413304238577
Dunnock,84,12,0.10794879656599723
Dunnock,84,13,0.10568100733216317
Dunnock,84,14,0.08264753002164592
Dunnock,84,15,0.08603585206369066
Dunnock,84,16,0.13054912534684524
Dunnock,84,17,0.13990479256434385
Dunnock,84,18,0.11257425703289291
Dunnock,84,19,0.12995035327955978
Dunnock,84,20,0.25240405219920925
Dunnock,84,21,0.1310959186301017
Dunnock,84,22,0.001450662739322533
Dunnock,84,23,0.0014487404803749267
Dunnock,86,0,0.005601945379723158
Dunnock,86,1,4.9345417925478346e-05
Dunnock,86,2,0.001845303867403315
Dunnock,86,3,1.3559322033898305e-05
Dunnock,86,4,0.12370126250204952
Dunnock,86,5,0.280863314531292
Dunnock,86,6,0.20934915389682615
Dunnock,86,7,0.15125257824268665
Dunnock,86,8,0.15999464982112352
Dunnock,86,9,0.14051788264013634
Dunnock,86,10,0.1502958617255159
Dunnock,86,11,0.12512289889572176
Dunnock,86,12,0.10767442127855281
Dunnock,86,13,0.10544039038478296
Dunnock,86,14,0.08240828059726187
Dunnock,86,15,0.08578668990273619
Dunnock,86,16,0.13021633490167692
Dunnock,86,17,0.13958857906988262
Dunnock,86,18,0.11232071578780303
Dunnock,86,19,0.12962460659872027
Dunnock,86,20,0.2517699178497531
Dunnock,86,21,0.13066357667052916
Dunnock,86,22,0.0014491899852724596
Dunnock,86,23,0.0014294083186877564
Dunnock,88,0,0.005673774784885896
Dunnock,88,1,4.783484390735147e-05
Dunnock,88,2,0.0018428483732351134
Dunnock,88,3,1.1864406779661016e-05
Dunnock,88,4,0.12408862108542384
Dunnock,88,5,0.28172622078968573
Dunnock,88,6,0.21004583103854169
Dunnock,88,7,0.1517555014800535
Dunnock,88,8,0.1605564723198075
Dunnock,88,9,0.1410468195845424
Dunnock,88,10,0.15075775243231423
Dunnock,88,11,0.12554802618528071
Dunnock,88,12,0.10806836067249222
Dunnock,88,13,0.10578912250563295
Dunnock,88,14,0.08274522617915099
Dunnock,88,15,0.08613347334554716
Dunnock,88,16,0.13070712993123418
Dunnock,88,17,0.14005178875076355
Dunnock,88,18,0.11269652422330675
Dunnock,88,19,0.1300993142833323
Dunnock,88,20,0.2527339438264397
Dunnock,88,21,0.1312677996652504
Dunnock,88,22,0.0014516445753559155
Dunnock,88,23,0.0014669009958992384
Dunnock,90,0,0.005644968200523756
Dunnock,90,1,4.934541792547835e-05
Dunnock,90,2,0.0018514426028238184
Dunnock,90,3,1.694915254237288e-05
Dunnock,90,4,0.12386563371044435
Dunnock,90,5,0.2812147300564061
Dunnock,90,6,0.20962955043682036
Dunnock,90,7,0.15144420566950037
Dunnock,90,8,0.1602198515271645
Dunnock,90,9,0.14073291188798306
Dunnock,90,10,0.15048360844902767
Dunnock,90,11,0.1252869536467632
Dunnock,90,12,0.10783375491849354
Dunnock,90,13,0.1055703402173507
Dunnock,90,14,0.08254251285657167
Dunnock,90,15,0.08591515855638471
Dunnock,90,16,0.1304054409458318
Dunnock,90,17,0.13975682234659006
Dunnock,90,18,0.11244137602666349
Dunnock,90,19,0.12981135496779841
Dunnock,90,20,0.25214983713355044
Dunnock,90,21,0.1308622376722029
Dunnock,90,22,0.0014545900834560628
Dunnock,90,23,0.001462214411247803
Dunnock,92,0,0.005661803217358773
Dunnock,92,1,4.783484390735147e-05
Dunnock,92,2,0.0018508287292817681
Dunnock,92,3,1.807909604519774e-05
Dunnock,92,4,0.12391096901131333
Dunnock,92,5,0.2813432285791029
Dunnock,92,6,0.20972958175397674
Dunnock,92,7,0.15153109165797596
Dunnock,92,8,0.16030906414842985
Dunnock,92,9,0.14081869789507623
Dunnock,92,10,0.1505632887560884
Dunnock,92,11,0.1253620313429875
Dunnock,92,12,0.10790090193673667
Dunnock,92,13,0.1056224496147191
Dunnock,92,14,0.08259967462188582
Dunnock,92,15,0.08596609917035317
Dunnock,92,16,0.13048738086620823
Dunnock,92,17,0.13983979660905024
Dunnock,92,18,0.11251783517835179
Dunnock,92,19,0.12990070655911962
Dunnock,92,20,0.2523104091123266
Dunnock,92,21,0.13100682374147032
Dunnock,92,22,0.0014560628375061364
Dunnock,92,23,0.0014833040421792618
Dunnock,94,0,0.0057201646090534975
Dunnock,94,1,3.826787512588117e-05
Dunnock,94,2,0.0018446899938612646
Dunnock,94,3,1.016949152542373e-05
Dunnock,94,4,0.1242070831283817
Dunnock,94,5,0.28192123556271825
Dunnock,94,6,0.21018965237956394
Dunnock,94,7,0.15185914736276587
Dunnock,94,8,0.1606748101116232
Dunnock,94,9,0.1411584219980655
Dunnock,94,10,0.15085513002708645
Dunnock,94,11,0.12563401441512928
Dunnock,94,12,0.10815896315601208
Dunnock,94,13,0.10585443975551156
Dunnock,94,14,0.08282144186623651
Dunnock,94,15,0.08620157290316816
Dunnock,94,16,0.13080252141392207
Dunnock,94,17,0.14013182441021577
Dunnock,94,18,0.11275695353727731
Dunnock,94,19,0.130223160132558
Dunnock,94,20,0.25295003380247066
Dunnock,94,21,0.1313911420110725
Dunnock,94,22,0.0014536082474226803
Dunnock,94,23,0.0015131810193321617
Dunnock,96,0,0.0056752712308267865
Dunnock,96,1,5.94159113796576e-05
Dunnock,96,2,0.0018502148557397176
Dunnock,96,3,1.92090395480226e-05
Dunnock,96,4,0.12411149368748975
Dunnock,96,5,0.2817074939564867
Dunnock,96,6,0.2100211660781201
Dunnock,96,7,0.15174818021890044
Dunnock,96,8,0.16054153908961014
Dunnock,96,9,0.14103123992446226
Dunnock,96,10,0.15073993368072006
Dunnock,96,11,0.12553121735105469
Dunnock,96,12,0.10806212632224436
Dunnock,96,13,0.10578831335349989
Dunnock,96,14,0.08274657732555735
Dunnock,96,15,0.08613250517598343
Dunnock,96,16,0.13069519845578476
Dunnock,96,17,0.1400206857840952
Dunnock,96,18,0.11268452168392651
Dunnock,96,19,0.13010358698597302
Dunnock,96,20,0.2527211398602831
Dunnock,96,21,0.13120033474958157
Dunnock,96,22,0.0014609720176730486
Dunnock,96,23,0.0014674868189806678
Dunnock,98,0,0.005626636737747849
Dunnock,98,1,4.7331319234642496e-05
Dunnock,98,2,0.0018496009821976672
Dunnock,98,3,1.4124293785310734e-05
Dunnock,98,4,0.12402295458271848
Dunnock,98,5,0.2815104700510341
Dunnock,98,6,0.2098596667422598
Dunnock,98,7,0.15160236597878415
Dunnock,98,8,0.16040516324491572
Dunnock,98,9,0.1408790820321496
Dunnock,98,10,0.15060859478434088
Dunnock,98,11,0.12541822389737486
Dunnock,98,12,0.10793142214727375
Dunnock,98,13,0.10568485391691874
Dunnock,98,14,0.08265031503770802
Dunnock,98,15,0.08602497877474419
Dunnock,98,16,0.13056512245144167
Dunnock,98,17,0.1398902976573721
Dunnock,98,18,0.11256667857001151
Dunnock,98,19,0.12994979053335834
Dunnock,98,20,0.2525063610103866
Dunnock,98,21,0.13102201622247972
Dunnock,98,22,0.0014629356897398133
Dunnock,98,23,0.0014405389572349151
Dunnock,100,0,0.005603815937149271
Dunnock,100,1,1.661631419939577e-05
Dunnock,100,2,0.001842234499693063
Dunnock,100,3,3.3898305084745763e-06
Dunnock,100,4,0.12391965896048532
Dunnock,100,5,0.2814278377652431
Dunnock,100,6,0.20978323128259954
Dunnock,100,7,0.1515353580044033
Dunnock,100,8,0.1603319259569622
Dunnock,100,9,0.14080967021325594
Dunnock,100,10,0.15055917113046435
Dunnock,100,11,0.12535342194009125
Dunnock,100,12,0.10787697378506822
Dunnock,100,13,0.10560727490010083
Dunnock,100,14,0.08257714632364092
Dunnock,100,15,0.08594040543962346
Dunnock,100,16,0.1304932561225721
Dunnock,100,17,0.1398200848562891
Dunnock,100,18,0.11249799627028528
Dunnock,100,19,0.12988188582504845
Dunnock,100,20,0.252411345338332
Dunnock,100,21,0.13098352002059999
Dunnock,100,22,0.00145753559155621
Dunnock,100,23,0.001456356180433509
Eurasian Bullfinch,20,0,0.05796957638223623
Eurasian Bullfinch,20,1,0.06201161103801227
Eurasian Bullfinch,20,2,0.04178952166214238
Eurasian Bullfinch,20,3,0.05263447542088777
Eurasian Bullfinch,20,4,0.037602319011790265
Eurasian Bullfinch,20,5,0.07072174048036448
Eurasian Bullfinch,20,6,0.11286102489725268
Eurasian Bullfinch,20,7,0.1697478658157546
Eurasian Bullfinch,20,8,0.11143217374667014
Eurasian Bullfinch,20,9,0.11894439341508778
Eurasian Bullfinch,20,10,0.09090540612107925
Eurasian Bullfinch,20,11,0.08544492821539146
Eurasian Bullfinch,20,12,0.05675036065466382
Eurasian Bullfinch,20,13,0.07163809583837069
Eurasian Bullfinch,20,14,0.10068956464654417
Eurasian Bullfinch,20,15,0.06677530790442904
Eurasian Bullfinch,20,16,0.06462775715927369
Eurasian Bullfinch,20,17,0.11102270216999106
Eurasian Bullfinch,20,18,0.08979998512070826
Eurasian Bullfinch,20,19,0.07104016100642582
Eurasian Bullfinch,20,20,0.06347837481829355
Eurasian Bullfinch,20,21,0.059984696219513634
Eurasian Bullfinch,20,22,0.038446060876593184
Eurasian Bullfinch,20,23,0.06947326070028513
Eurasian Bullfinch,22,0,0.056405503764174275
Eurasian Bullfinch,22,1,0.05981310111302549
Eurasian Bullfinch,22,2,0.04065810678180371
Eurasian Bullfinch,22,3,0.05098755964162216
Eurasian Bullfinch,22,4,0.036734547126567166
Eurasian Bullfinch,22,5,0.06973701324033198
Eurasian Bullfinch,22,6,0.11150079529302204
Eurasian Bullfinch,22,7,0.167958382793306
Eurasian Bullfinch,22,8,0.10998604846207152
Eurasian Bullfinch,22,9,0.11741617444472008
Eurasian Bullfinch,22,10,0.08969230512292753
Eurasian Bullfinch,22,11,0.08431733570184696
Eurasian Bullfinch,22,12,0.056293325360444
Eurasian Bullfinch,22,13,0.07092084797023973
Eurasian Bullfinch,22,14,0.09940569391043047
Eurasian Bullfinch,22,15,0.06608873564609197
Eurasian Bullfinch,22,16,0.06372660510308684
Eurasian Bullfinch,22,17,0.10961609210835245
Eurasian Bullfinch,22,18,0.08863448429992177
Eurasian Bullfinch,22,19,0.07034556165594422
Eurasian Bullfinch,22,20,0.062066913214970966
Eurasian Bullfinch,22,21,0.05832320858622985
Eurasian Bullfinch,22,22,0.03725657513790266
Eurasian Bullfinch,22,23,0.06706220690342093
Eurasian Bullfinch,24,0,0.05673471812733471
Eurasian Bullfinch,24,1,0.059533273063574206
Eurasian Bullfinch,24,2,0.0412844407119093
Eurasian Bullfinch,24,3,0.05116902016232693
Eurasian Bullfinch,24,4,0.037359067088925425
Eurasian Bullfinch,24,5,0.07068131983900408
Eurasian Bullfinch,24,6,0.11278217676501148
Eurasian Bullfinch,24,7,0.1696054465685537
Eurasian Bullfinch,24,8,0.11119581279771996
Eurasian Bullfinch,24,9,0.11861767521536352
Eurasian Bullfinch,24,10,0.09071937074730112
Eurasian Bullfinch,24,11,0.08536907151000779
Eurasian Bullfinch,24,12,0.05740449645319233
Eurasian Bullfinch,24,13,0.07209601732203402
Eurasian Bullfinch,24,14,0.10057551428316222
Eurasian Bullfinch,24,15,0.06718463579613015
Eurasian Bullfinch,24,16,0.06465501690409667
Eurasian Bullfinch,24,17,0.11083466928887674
Eurasian Bullfinch,24,18,0.08971112600536194
Eurasian Bullfinch,24,19,0.07139320951490438
Eurasian Bullfinch,24,20,0.06256114550086797
Eurasian Bullfinch,24,21,0.05856016714725054
Eurasian Bullfinch,24,22,0.0378601700652639
Eurasian Bullfinch,24,23,0.0667811476433068
Eurasian Bullfinch,26,0,0.050384713148896136
Eurasian Bullfinch,26,1,0.05214645087929719
Eurasian Bullfinch,26,2,0.03586818809060757
Eurasian Bullfinch,26,3,0.04437259723458331
Eurasian Bullfinch,26,4,0.03161419959812458
Eurasian Bullfinch,26,5,0.06496717756899353
Eurasian Bullfinch,26,6,0.1067901636054491
Eurasian Bullfinch,26,7,0.16330666487562423
Eurasian Bullfinch,26,8,0.1050933264847482
Eurasian Bullfinch,26,9,0.11239830971828378
Eurasian Bullfinch,26,10,0.08479718353908001
Eurasian Bullfinch,26,11,0.07950383947025089
Eurasian Bullfinch,26,12,0.05223652627400786
Eurasian Bullfinch,26,13,0.06665317335073148
Eurasian Bullfinch,26,14,0.09459570382046847
Eurasian Bullfinch,26,15,0.06176430634240702
Eurasian Bullfinch,26,16,0.058940052985146596
Eurasian Bullfinch,26,17,0.1047104277820459
Eurasian Bullfinch,26,18,0.08386682295155169
Eurasian Bullfinch,26,19,0.06599611501042492
Eurasian Bullfinch,26,20,0.05617147039561019
Eurasian Bullfinch,26,21,0.05193753753433851
Eurasian Bullfinch,26,22,0.03205700677234502
Eurasian Bullfinch,26,23,0.05910137923762481
Eurasian Bullfinch,28,0,0.050818838047911596
Eurasian Bullfinch,28,1,0.05243645304099528
Eurasian Bullfinch,28,2,0.03618690217544652
Eurasian Bullfinch,28,3,0.0449490597945893
Eurasian Bullfinch,28,4,0.032377630364710884
Eurasian Bullfinch,28,5,0.06574115576825602
Eurasian Bullfinch,28,6,0.10758943733389859
Eurasian Bullfinch,28,7,0.16419466952781686
Eurasian Bullfinch,28,8,0.10587146669642855
Eurasian Bullfinch,28,9,0.11322945385426779
Eurasian Bullfinch,28,10,0.08557780105324804
Eurasian Bullfinch,28,11,0.08023938779774585
Eurasian Bullfinch,28,12,0.053059385245521624
Eurasian Bullfinch,28,13,0.06747067578848684
Eurasian Bullfinch,28,14,0.09535313694071243
Eurasian Bullfinch,28,15,0.06257528478799915
Eurasian Bullfinch,28,16,0.05969835090221846
Eurasian Bullfinch,28,17,0.10555106454499291
Eurasian Bullfinch,28,18,0.0846379316754024
Eurasian Bullfinch,28,19,0.0668203577129649
Eurasian Bullfinch,28,20,0.05686329417349563
Eurasian Bullfinch,28,21,0.05251306923708114
Eurasian Bullfinch,28,22,0.03271591796181961
Eurasian Bullfinch,28,23,0.059650351362238035
Eurasian Bullfinch,30,0,0.048676835388785714
Eurasian Bullfinch,30,1,0.04925699777255098
Eurasian Bullfinch,30,2,0.03465570251535277
Eurasian Bullfinch,30,3,0.042311609428474437
Eurasian Bullfinch,30,4,0.03072728118935698
Eurasian Bullfinch,30,5,0.06409069700433134
Eurasian Bullfinch,30,6,0.10565000003470981
Eurasian Bullfinch,30,7,0.1619224709689889
Eurasian Bullfinch,30,8,0.10387118387346503
Eurasian Bullfinch,30,9,0.11113256291067351
Eurasian Bullfinch,30,10,0.08367995848311101
Eurasian Bullfinch,30,11,0.0784600053241896
Eurasian Bullfinch,30,12,0.05191912807499159
Eurasian Bullfinch,30,13,0.06601734271834576
Eurasian Bullfinch,30,14,0.09345974114514119
Eurasian Bullfinch,30,15,0.06116280782978262
Eurasian Bullfinch,30,16,0.05803311727205224
Eurasian Bullfinch,30,17,0.10350735710386344
Eurasian Bullfinch,30,18,0.08286496241720621
Eurasian Bullfinch,30,19,0.065422671938414
Eurasian Bullfinch,30,20,0.05463273421846814
Eurasian Bullfinch,30,21,0.050164962446797225
Eurasian Bullfinch,30,22,0.030998193590290043
Eurasian Bullfinch,30,23,0.05627963756955965
Eurasian Bullfinch,32,0,0.04647254467801258
Eurasian Bullfinch,32,1,0.046528479946073474
Eurasian Bullfinch,32,2,0.032610710400128945
Eurasian Bullfinch,32,3,0.03984743666101617
Eurasian Bullfinch,32,4,0.028861663753296487
Eurasian Bullfinch,32,5,0.06234715921840557
Eurasian Bullfinch,32,6,0.10395491682525158
Eurasian Bullfinch,32,7,0.16032602285652164
Eurasian Bullfinch,32,8,0.1020896826222309
Eurasian Bullfinch,32,9,0.10935786190771729
Eurasian Bullfinch,32,10,0.08193020962633397
Eurasian Bullfinch,32,11,0.07666250382697055
Eurasian Bullfinch,32,12,0.05041328634952087
Eurasian Bullfinch,32,13,0.06440449520228866
Eurasian Bullfinch,32,14,0.09169948435877519
Eurasian Bullfinch,32,15,0.059574295918708574
Eurasian Bullfinch,32,16,0.056269538850274206
Eurasian Bullfinch,32,17,0.101793900917119
Eurasian Bullfinch,32,18,0.08111806020066889
Eurasian Bullfinch,32,19,0.06382001752101796
Eurasian Bullfinch,32,20,0.052467254605517925
Eurasian Bullfinch,32,21,0.04772945382332537
Eurasian Bullfinch,32,22,0.029181446572750923
Eurasian Bullfinch,32,23,0.053412335278719164
Eurasian Bullfinch,34,0,0.04647203252995986
Eurasian Bullfinch,34,1,0.04628492517514405
Eurasian Bullfinch,34,2,0.033138570324077056
Eurasian Bullfinch,34,3,0.03988146472785877
Eurasian Bullfinch,34,4,0.02970085383782736
Eurasian Bullfinch,34,5,0.06303183826244042
Eurasian Bullfinch,34,6,0.10434667577757113
Eurasian Bullfinch,34,7,0.1602844988250381
Eurasian Bullfinch,34,8,0.1024203025791226
Eurasian Bullfinch,34,9,0.10955774489316616
Eurasian Bullfinch,34,10,0.08241819592233314
Eurasian Bullfinch,34,11,0.07719511106480936
Eurasian Bullfinch,34,12,0.05144710190879044
Eurasian Bullfinch,34,13,0.06529250048028637
Eurasian Bullfinch,34,14,0.0920974844878472
Eurasian Bullfinch,34,15,0.060460243899379956
Eurasian Bullfinch,34,16,0.05700111575371647
Eurasian Bullfinch,34,17,0.10220168923553274
Eurasian Bullfinch,34,18,0.08166053921568628
Eurasian Bullfinch,34,19,0.06463497450025925
Eurasian Bullfinch,34,20,0.052806656190568145
Eurasian Bullfinch,34,21,0.0478038630959342
Eurasian Bullfinch,34,22,0.029816885431858692
Eurasian Bullfinch,34,23,0.05301128211816877
Eurasian Bullfinch,36,0,0.04402730880324274
Eurasian Bullfinch,36,1,0.04327087279162915
Eurasian Bullfinch,36,2,0.031113774188878344
Eurasian Bullfinch,36,3,0.037318022203120145
Eurasian Bullfinch,36,4,0.02764300033478677
Eurasian Bullfinch,36,5,0.06107470258920988
Eurasian Bullfinch,36,6,0.1023128635092079
Eurasian Bullfinch,36,7,0.15812626228818227
Eurasian Bullfinch,36,8,0.10032707183160777
Eurasian Bullfinch,36,9,0.1074630181288046
Eurasian Bullfinch,36,10,0.08040713864919166
Eurasian Bullfinch,36,11,0.0752413028108548
Eurasian Bullfinch,36,12,0.0497723553662443
Eurasian Bullfinch,36,13,0.06353075891396198
Eurasian Bullfinch,36,14,0.09014791329691801
Eurasian Bullfinch,36,15,0.05871409173470648
Eurasian Bullfinch,36,16,0.05512884234674059
Eurasian Bullfinch,36,17,0.10009937083604467
Eurasian Bullfinch,36,18,0.07963336300252188
Eurasian Bullfinch,36,19,0.06282650866857692
Eurasian Bullfinch,36,20,0.050542073324866044
Eurasian Bullfinch,36,21,0.045356698261698164
Eurasian Bullfinch,36,22,0.02764628932853232
Eurasian Bullfinch,36,23,0.04987507363846548
Eurasian Bullfinch,38,0,0.04075291432932222
Eurasian Bullfinch,38,1,0.03954239980924686
Eurasian Bullfinch,38,2,0.02814668906317346
Eurasian Bullfinch,38,3,0.03377026055334955
Eurasian Bullfinch,38,4,0.02458533707870843
Eurasian Bullfinch,38,5,0.05798185419764795
Eurasian Bullfinch,38,6,0.09906236821495873
Eurasian Bullfinch,38,7,0.154771403036668
Eurasian Bullfinch,38,8,0.09706444889355928
Eurasian Bullfinch,38,9,0.10412603144933184
Eurasian Bullfinch,38,10,0.07713412028304646
Eurasian Bullfinch,38,11,0.07198616417037904
Eurasian Bullfinch,38,12,0.04684668372323796
Eurasian Bullfinch,38,13,0.06044387520603344
Eurasian Bullfinch,38,14,0.08682606648207943
Eurasian Bullfinch,38,15,0.055615102724954686
Eurasian Bullfinch,38,16,0.05193003487458127
Eurasian Bullfinch,38,17,0.09682799205981817
Eurasian Bullfinch,38,18,0.07646877670047178
Eurasian Bullfinch,38,19,0.05979714348061067
Eurasian Bullfinch,38,20,0.04708775988392542
Eurasian Bullfinch,38,21,0.041903488242505296
Eurasian Bullfinch,38,22,0.024702052284800533
Eurasian Bullfinch,38,23,0.04612877805626785
Eurasian Bullfinch,40,0,0.040175009198084574
Eurasian Bullfinch,40,1,0.03834991869412653
Eurasian Bullfinch,40,2,0.02785716301136295
Eurasian Bullfinch,40,3,0.03284875594073246
Eurasian Bullfinch,40,4,0.02436769666016077
Eurasian Bullfinch,40,5,0.05800530370400251
Eurasian Bullfinch,40,6,0.09915902010366374
Eurasian Bullfinch,40,7,0.1549290180729115
Eurasian Bullfinch,40,8,0.09710122593998134
Eurasian Bullfinch,40,9,0.10416988269245143
Eurasian Bullfinch,40,10,0.07717500512855589
Eurasian Bullfinch,40,11,0.07202543935721051
Eurasian Bullfinch,40,12,0.04707882661484761
Eurasian Bullfinch,40,13,0.06063919987962532
Eurasian Bullfinch,40,14,0.08692907310710656
Eurasian Bullfinch,40,15,0.055824159431803785
Eurasian Bullfinch,40,16,0.05201295225919276
